"RIS Name","Description","Database","Report","FRB Number","Call Names"
"LNCIUSD","C&I LOANS-U.S. DOMICILE","FTS","RC-C","RCFD1763 RCON1763 RCON1766",""
"LNCIUSDD","C&I LOANS-U.S. DOMICILE-DOM","FTS","RC-C","RCON1763 RCON1766",""
"LNCIUSDF","C&I LOANS-U.S. DOMICILE-FOR","FTS","RC-C","",""
"LNCMABCI","CML LN COL EVL FOR IMP-ALL BAL","FTS","RI-C","RCFDM730 RCONM730",""
"LNCMABII","TCML LN IND EVL FOR IMP-ALL BAL","FTS","RI-C","RCFDM728 RCONM728",""
"LNCMABPI","CML LN PUR CREDIT IMP-ALL BAL","FTS","RI-C","RCFDM732 RCONM732",""
"LNCMRICI","CML LN COL EVL FOR IMP-REC INV","FTS","RI-C","RCFDM729 RCONM729",""
"LNCMRIII","CML LN IND EVL FOR IMP-REC INV","FTS","RI-C","RCFDM727 RCONM727",""
"LNCMRIPI","CML LN PUR CREDIT IMP-REC INV","FTS","RI-C","RCFDM731 RCONM731",""
"LNCNABCI","CNST LN COL EVL FOR IMP-ALL BAL","FTS","RI-C","RCFDM711 RCONM711",""
"LNCNABII","TOTAL LOANS IND EVL IMP-ALL BAL","FTS","RI-C","RCFDM709 RCONM709",""
"LNCNABPI","CNST LN PUR CREDIT IMP-ALL BAL","FTS","RI-C","RCFDM713 RCONM713",""
"LNCNFV","CONSUMER LOANS - FV","FTS","RC-Q","RCFDHT89 RCONHT89",""
"LNCNHAC","CONST LN HLD FOR INV AC","FTS","RI-C","RCFDJJ04 RCONJJ04",""
"LNCNHALL","CONST LN HLD FOR INV ALLOW","FTS","RI-C","RCFDJJ12 RCONJJ12",""
"LNCNRICI","CNST LN COL EVL FOR IMP-REC INV","FTS","RI-C","RCFDM710 RCONM710",""
"LNCNRIII","TOTAL LOANS IND EVL IMP-ALL BAL","FTS","RI-C","RCFDM708 RCONM708",""
"LNCNRIPI","CNST LN PUR CREDIT IMP-REC INV","FTS","RI-C","RCFDM712 RCONM712",""
"LNCNSUBP","CONSUMER LNS HIGH-RISK - ASSMT","FTS","RC-O","RCFDK667 RCONK667 RCFDN027 RCONN027",""
"LNCNUP","CONSUMER LOANS - UNPAID PRIN","FTS","RC-Q","RCFDHT93 RCONHT93",""
"LNCOMPA","COMMERCIAL PAPER","FTS","RC-C","RCFD1496 RCON1496",""
"LNCOMRE","COMMERCIAL RE LOANS","FTS","RC-C","RCFD2746 RCON2746",""
"LNCON","CONSUMER LOANS","FTS","RC-C","",""
"LNCONDOM","CONSUMER LOANS-DOM","FTS","RC-C","RCON1975",""
"LNCONFOR","CONSUMER LOANS-FOR","FTS","RC-C","",""
"LNCONHAC","CONS LN HLD FOR INV AC","FTS","RI-C","RCFDJJ09 RCONJJ09",""
"LNCONHAL","CONS LN HLD FOR INV ALLOW","FTS","RI-C","RCFDJJ17 RCONJJ17",""
"LNCONORP","OTHER CONSUMER & RELATED PLANS","FTS","RC-C","",""
"LNCONOT1","CONSUMER LOANS-HOME IMPROVEMENT","FTS","RC-C","RCON2050",""
"LNCONOTD","CONSUMER LNS-OTHER-DOM","FTS","RC-C","RCONK207 RCON2011",""
"LNCONOTG","CNS LN-REL-PLN-AUT-OTH-GGTY-ASS","FTS","RC-O","RCFDK672 RCONK672 RCFDN183 RCONN183",""
"LNCONOTH","CONSUMER LOANS-OTHER","FTS","RC-C","RCON2011 RCFDK207 RCONK207",""
"LNCONRP","CONSUMER LNS-RELATED PLANS","FTS","RC-C","RCONB539 RCFDB539",""
"LNCONRPD","CONSUMER LNS-RELATED PLANS-DOM","FTS","RC-C","RCONB539",""
"LNCOTDFV","CONSUMER LN OTHER-DOM-FV","FTS","RC-Q","RCONF588 RCONK208",""
"LNCOTDUP","CON LN OTHER-DOM-UNPAID PRIN","FTS","RC-Q","RCONF600 RCONK209",""
"LNCOTHFV","CONSUMER LN OTHER-FAIR VALUE","FTS","RC-Q","RCFDF588 RCONF588 RCFDK208 RCONK208",""
"LNCOTHUP","CONSUMER LN OTHER-UNPAID PRIN","FTS","RC-Q","RCFDF600 RCONF600 RCFDK209 RCONK209",""
"LNCPDFV","CON LN RELATED PLAN-DOM-FV","FTS","RC-Q","RCONF587",""
"LNCPDUP","CON RELATE PLAN-DM-UNPAID PRN","FTS","RC-Q","RCONF599",""
"LNCPFV","CON LN RELATED PLAN-FAIR VALUE","FTS","RC-Q","RCFDF587 RCONF587",""
"LNCPUP","CON LN RELATED PLAN-UNPAID PRIN","FTS","RC-Q","RCFDF599 RCONF599",""
"LNCRABCI","CMRE LN COL EVL FOR IMP-ALL BAL","FTS","RI-C","RCFDM717 RCONM717",""
"LNCRABII","CMRE LN IND EVL FOR IMP-ALL BAL","FTS","RI-C","RCFDM715 RCONM715",""
"LNCRABPI","CMRE LN PUR CREDIT IMP-ALL BAL","FTS","RI-C","RCFDM720 RCONM720",""
"LNCRCD","CONSUMER LOANS-CREDIT CARD PLAN","FTS","RC-C","RCFD2008 RCON2008 RCONB538 RCFDB538",""
"LNCRCDAC","CRCD LN HLD FOR INV AC","FTS","RI-C","RCFDJJ08 RCONJJ08",""
"LNCRCDAL","CRCD LN HLD FOR INV ALLOW","FTS","RI-C","RCFDJJ16 RCONJJ16",""
"LNCRCDDM","LNS-CREDIT CARDS -DOM","FTS","RC-C","RCONB538",""
"LNCRCDFE","CREDIT CARD FEES INCLD IN LNS","FTS","RC-C","RCFDC391 RCONC391",""
"LNCRCDG","CNS LNS-CR CARD-GGTY-ASSMT","FTS","RC-O","RCFDK671 RCONK671 RCFDN182 RCONN182",""
"LNCRCDRP","LNS-CREDIT CD & RELATED PLAN","FTS","RC-C","RCON2008 RCFD2008",""
"LNCRHAC","COMRE LN HLD FOR INV AC","FTS","RI-C","RCFDJJO5 RCONJJ05",""
"LNCRHALL","COMRE LN HLD FOR INV ALLOW","FTS","RI-C","RCFDJJ13 RCONJJ13",""
"LNCRRICI","CMRE LN COL EVL FOR IMP-REC INV","FTS","RI-C","RCFDM716 RCONM716",""
"LNCRRIII","CMRE LN IND EVL FOR IMP-REC INV","FTS","RI-C","RCFDM714 RCONM714",""
"LNCRRIPI","CMRE LN PUR CREDIT IMP-REC INV","FTS","RI-C","RCFDM719 RCONM719",""
"LNDEP","DEP INSTITUTION LOANS","FTS","RC-C","RCON1288 RCON1489",""
"LNDEPAC","TOTAL DEP INST LNS & ACCEPT","FTS","RC-C","RCON1288",""
"LNDEPACD","TOTAL DEP INST LNS & ACCEPT-DOM","FTS","RC-C","RCON1288",""
"LNDEPAUS","DEP INST LN & ACC-COM BK-US BRAN","FTS","RC-C","RCONB532 RCFDB532",""
"LNDEPCB","DEP INST LNS-COMMERCIAL BANKS","FTS","RC-C","RCONB531",""
"LNDEPCBD","DEP INST LNS-COMMERCIAL BK-DOM","FTS","RC-C","RCON1505 RCONB531",""
"LNDEPCBF","DEP INST LNS-COMMERCIAL BK-FOR","FTS","RC-C","",""
"LNDEPCOM","DEP INST LNS-COMMERCIAL BK-OTH","FTS","RC-C","RCFD1507 RCON1507 RCFDB533 RCONB533",""
"LNDEPDOM","DEP INSTITUTION LOANS-DOM","FTS","RC-C","RCON1288 RCON1489",""
"LNDEPF","DEP INST LN & ACCEPT-FOR COUNTRY","FTS","RC-C","RCONB535 DERIVED",""
"LNDEPFC","DEP INST LNS-FOR COUNTRY","FTS","RC-C","RCONB535",""
"LNDEPFCD","DEP INST LNS-FOR COUNTRY-DOM","FTS","RC-C","RCONB535 RCON1510 RCON3535",""
"LNDEPFCF","DEP INST LNS-FOR COUNTRY-FOR","FTS","RC-C","",""
"LNDEPFOR","DEP INSTITUTION LOANS-FOR","FTS","RC-C","",""
"LNDEPFOT","DEP INST LNS-FOR COUNTRY-OTH BKS","FTS","RC-C","RCFDB537 RCONB537 RCFD1516 RCON1516",""
"LNDEPFUS","DEP INST LNS-FOR COUNTRY-U.S. BR","FTS","RC-C","RCONB536 RCFDB536 RCFD1513 RCON1513",""
"LNDEPUS","DEP INST LNS-OTH U.S. INST","FTS","RC-C","RCFDB534 RCONB534 RCFD1517 RCON1517",""
"LNDEPUSB","DEP INST LNS-COM BKS-U.S.BRANCH","FTS","RC-C","RCFD1506 RCON1506 RCONB532 RCFDB532",""
"LNDEPUSD","DEP INST LNS-OTH U.S. INST-DOM","FTS","RC-C","RCONB534 RCON1517",""
"LNDEPUSF","DEP INST LNS-OTH U.S. INST-FOR","FTS","RC-C","",""
"LNDOMFV","TOTAL LOANS FV OPTION - DOM","FTS","RC-Q","RCONJF75",""
"LNEXAMT","EXECUTIVE OFFICER LOANS-AMOUNT","FTS","RC-BAL","RCFD6164 RCON6164",""
"LNEXNUM","EXECUTIVE OFFICER LOANS-NUMBER","FTS","RC-C","RCFD6165 RCON6165",""
"LNFG","FOREIGN GOVT LOANS","FTS","RC-C","RCFD2081 RCON2081",""
"LNFGDOM","FOREIGN GOVT LOANS-DOM","FTS","RC-C","RCON2081",""
"LNFGFOR","FOREIGN GOVT LOANS-FOR","FTS","RC-C","",""
"LNFLOVR5","FLOAT RATE LN&LS*OVER 5 YEARS","FTS","RC-C","RCFD4564 RCON4564",""
"LNFM1HFS","1-4 FAM 1ST LIEN HFS AT QTR END","FTS","RC-P","RCONF072",""
"LNFM1RPQ","1-4 FM FIRST LN REPURCHASE -QTR","FTS","RC-P","RCONF678",""
"LNFM1SDQ","1-4 FAM FIRST LIENS SOLD-QTR","FTS","RC-P","RCONF070",""
"LNFM2HFS","1-4 FAM 2ND LIEN HFS AT QTR END","FTS","RC-P","RCONF073",""
"LNFM2RPQ","1-4 FM JR LN REPURCHASE -QTR","FTS","RC-P","RCONF679",""
"LNFM2SDQ","1-4 FAM JUNIOR LIENS SOLD-QTR","FTS","RC-P","RCONF071",""
"LNFMHFST","1-4 FAM HFS OR TR-QTR","FTS","RC-P","RCONHT84 RCONFT05",""
"LNFMLCHS","1-4 FAM HEL HFS AT QTR END","FTS","RC-P","RCONF676",""
"LNFMLCRQ","1-4 FM HEL LN REPURCHASE -QTR","FTS","RC-P","RCONF680",""
"LNFMLCSQ","1-4 FAM HEL SOLD - QTR","FTS","RC-P","RCONF674",""
"LNFMLFHS","1-4 FM HEL FUNDED HFS - QTR END","FTS","RC-P","RCONF677",""
"LNFMLFRQ","1-4 FM HEL LN FUNDED REPUR -QTR","FTS","RC-P","RCONF681",""
"LNFMLFSQ","1-4 FAM HEL FUNDED SOLD - QTR","FTS","RC-P","RCONF675",""
"LNFMNONT","RE 1-4 FAM LN NON-TRADTL-ASSMT","FTS","RC-O","RCONK675 RCFDK675 RCONN025 RCFDN025",""
"LNFMRPQ","1-4 FM LN REPURCHASE -QTR","FTS","RC-P","RCONHT86",""
"LNFMSDQ","1-4 FAM HFS OR TR-QTR","FTS","RC-P","RCONHT83 RCONFT045",""
"LNFXFL","TOTAL FIXED-FLOAT LOANS & LEASES","FTS","RC-C","RCFD1479 RCON1479",""
"LNFXOVR5","FIXED RATE LN&LS*OVER 5 YEARS","FTS","RC-C","RCFD0357 RCON0357 RCFD1431 RCON1431",""
"LNHIBFV","LN & LS HFI TOT FV ON BS","FTS","RC-Q","RCFDG488 RCONG488",""
"LNHIL1FV","LN & LS HFI LVL 1 FV MEASURE","FTS","RC-Q","RCFDG490 RCONG490",""
"LNHIL2FV","LN & LS HFI LVL 2 FV MEASURE","FTS","RC-Q","RCFDG491 RCONG491",""
"LNHIL3FV","LN & LS HFI LVL 3 FV MEASURE","FTS","RC-Q","RCFDG492 RCONG492",""
"LNHINTFV","LN & LS HFI NET IN DET FV","FTS","RC-Q","RCFDG489 RCONG489",""
"LNHSBFV","LN & LS HFS TOT FV ON BS","FTS","RC-Q","RCFDG483 RCONG483",""
"LNHSL1FV","LN & LS HFS LVL 1 FV MEASURE","FTS","RC-Q","RCFDG485 RCONG485",""
"LNHSL2FV","LN & LS HFS LVL 2 FV MEASURE","FTS","RC-Q","RCFDG486 RCONG486",""
"LNHSL3FV","LN & LS HFS LVL 3 FV MEASURE","FTS","RC-Q","RCFDG487 RCONG487",""
"LNHSNTFV","LN & LS HFS NET IN DET FV","FTS","RC-Q","RCFDG484 RCONG484",""
"LNIAO0","LN HFI ALL OTHER - 0% RW","FTS","RC-R","RCFDS459 RCONS459",""
"LNIAO100","LN HFI ALL OTHER - 100% RW","FTS","RC-R","RCFDS462 RCONS462",""
"LNIAO150","LN HFI ALL OTHER - 150% RW","FTS","RC-R","RCFDS463 RCONS463",""
"LNIAO2","LN HFI ALL OTHER - 2% RW","FTS","RC-R","RCFDHJ84 RCONS484",""
"LNIAO20","LN HFI ALL OTHER - 20% RW","FTS","RC-R","RCFDS460 RCONS460",""
"LNIAO4","LN HFI ALL OTHER - 4% RW","FTS","RC-R","RCFDHJ85 RCONS485",""
"LNIAO50","LN HFI ALL OTHER - 50% RW","FTS","RC-R","RCFDS461 RCONS461",""
"LNIAONRW","LN HFI ALL OTHER-ADJ TO COL A","FTS","RC-R","RCFDS458 RCONS458",""
"LNIAOOEA","LN HFI ALL OTH-OTH APP-EXP AMT","FTS","RC-R","RCFDH287 RCONH287",""
"LNIAOORW","LN HFI ALL OTH-OTH APP-RWA AMT","FTS","RC-R","RCFDH288 RCONH288",""
"LNIAORCR","LN HFI ALL OTHER BS-RC-R COL A","FTS","RC-R","RCFDS457 RCONS457",""
"LNIMPBAL","OUTSTAND BAL PURCH IMPAIRED LNS","FTS","RC-C","RCFDC779 RCONC779",""
"LNIMPCAR","CARRYING AMT PURCH IMPAIRED LNS","FTS","RC-C","RCFDC780 RCONC780",""
"LNIMPRES","ALLL FOR PURCHASED IMPAIRED LNS","FTS","RI-B","RIADC781",""
"LNIPD0","LN HFI PD/NA - 0% RW","FTS","RC-R","RCFDS451 RCONS451",""
"LNIPD100","LN HFI PD/NA - 100% RW","FTS","RC-R","RCFDS454 RCONS454",""
"LNIPD150","LN HFI PD/NA - 150% RW","FTS","RC-R","RCFDS455 RCONS455",""
"LNIPD2","LN HFI PD/NA - 2% RW","FTS","RC-R","RCFDHJ82 RCONHJ82",""
"LNIPD20","LN HFI PD/NA - 20% RW","FTS","RC-R","RCFDS452 RCONS452",""
"LNIPD4","LN HFI PD/NA - 4% RW","FTS","RC-R","RCFDHJ83 RCONHJ83",""
"LNIPD50","LN HFI PD/NA - 50% RW","FTS","RC-R","RCFDS453 RCONS453",""
"LNIPDNRW","LN HFI PD/NA - ADJ TO COL A","FTS","RC-R","RCFDS450 RCONS450",""
"LNIPDOEA","LN HFI PD/NA-OTH APP-EXP AMT","FTS","RC-R","RCFDH285 RCONH285",""
"LNIPDORW","LN HFI PD/NA-OTH APP-RWA AMT","FTS","RC-R","RCFDH286 RCONH286",""
"LNIPDRCR","LN HFI PD/NA BS - RC-R COL A","FTS","RC-R","RCFDS449 RCONS449",""
"LNIRM0","LN HFI RES MTG - 0% RW","FTS","RC-R","RCFDH178 RCONH178",""
"LNIRM100","LN HFI RES MTG - 100% RW","FTS","RC-R","RCFDS443 RCONS443",""
"LNIRM20","LN HFI RES MTG - 20% RW","FTS","RC-R","RCFDS441 RCONS441",""
"LNIRM50","LN HFI RES MTG - 50% RW","FTS","RC-R","RCFDS442 RCONS442",""
"LNIRMNRW","LN HFI RES MTG - ADJ TO COL A","FTS","RC-R","RCFDS440 RCONS440",""
"LNIRMOEA","LN HFI RES MTG-OTH APP-EXP AMT","FTS","RC-R","RCFDH281 RCONH281",""
"LNIRMORW","LN HFI RES MTG-OTH APP-RWA AMT","FTS","RC-R","RCFDH282 RCONH282",""
"LNIRMRCR","LN HFI RES MTG BS - RC-R COL A","FTS","RC-R","RCFDS439 RCONS439",""
"LNIVC0","LN HFI HIGH VOLATILE CRE-0% RW","FTS","RC-R","RCFDH179 RCONH179",""
"LNIVC100","LN HFI VOLATILE CRE-100% RW","FTS","RC-R","RCFDH182 RCONH182",""
"LNIVC150","LN HFI VOL CRE BS - RC-R COL A","FTS","RC-R","RCFDS447 RCONS447",""
"LNIVC20","LN HFI HIGH VOLATILE CRE-20% RW","FTS","RC-R","RCFDH180 RCONH180",""
"LNIVC50","LN HFI HIGH VOLATILE CRE-50% RW","FTS","RC-R","RCFDH181 RCONH181",""
"LNIVCNRW","LN HFI VOL CRE - ADJ TO COL A","FTS","RC-R","RCFDS446 RCONS446",""
"LNIVCOEA","LN HFI VOL CRE-OTH APP-EXP AMT","FTS","RC-R","RCFDH283 RCONH283",""
"LNIVCORW","LN HFI VOL CRE-OTH APP-RWA AMT","FTS","RC-R","RCFDH284 RCONH284",""
"LNIVCRCR","LN HFI VOL CRE BS - RC-R COL A","FTS","RC-R","RCFDS445 RCONS445",""
"LNLS","LN&LS + UNEARNED INC","FTS","RC-C","",""
"LNLS0","LOANS & LEASES, NET - 0% RW","FTS","RC-R","RCONB623 RCFDB623",""
"LNLS100","LOANS & LEASES, NET - 100% RW","FTS","RC-R","RCONB626 RCFDB626",""
"LNLS20","LOANS & LEASES, NET - 20% RW","FTS","RC-R","RCONB624 RCFDB624",""
"LNLS50","LOANS & LEASES, NET - 50% RW","FTS","RC-R","RCONB625 RCFDB625",""
"LNLSADJ","ALLOW FOR LN&LS LOSS ADJUST","FTS","RI-B","RIAD4815 RIADC233",""
"LNLSBEG","ALLOW FOR CREDIT LOSSES ON LN + LS-BEGIN BAL","FTS","RI-B","RIAD3124 RIADB522",""
"LNLSBFV","LOAN & LS TOTAL FV ON BAL SHEET","FTS","RC-Q","RCFDF243 RCONF243",""
"LNLSDOM","LN&LS + UNEARNED INC-DOM","FTS","RC-C","",""
"LNLSFOR","LN&LS + UNEARNED INC-FOR","FTS","RC-C","",""
"LNLSGR","LOANS AND LEASES-TOTAL","FTS","RC-BAL","RCFD2122 RCON2122",""
"LNLSGRD","LOANS AND LEASES-TOTAL-DOM","FTS","RC-C","",""
"LNLSGRF","LOANS AND LEASES-TOTAL-FOR","FTS","RC-C","",""
"LNLSIBF","LOANS AND LEASES-TOTAL-IBF","FTS","RC-BAL","RCFN2076",""
"LNLSINNT","LN&LS NOT FOR SALE-NET OF L/L RS","FTS","RC-BAL","RCFDB529 RCONB529",""
"LNLSINV","LNS & LS NOT HELD FOR SALE","FTS","RC-BAL","RCFDB528 RCONB528",""
"LNLSL1FV","LOAN & LEASE LEVEL 1 FV MEASURE","FTS","RC-Q","RCFDF690 RCONF690",""
"LNLSL2FV","LOAN AND LEASE LEVEL 2 FV MEASURE","FTS","RC-Q","RCFDF244 RCONF244",""
"LNLSL3FV","LOAN AND LEASE LEVEL 3 FV MEASURE","FTS","RC-Q","RCFDF245 RCONF245",""
"LNLSLES1","LOANS LESS THAN 1 YEAR - TOTAL","FTS","RC-C","RCFDA247 RCONA247",""
"LNLSNET","LOANS AND LEASES-NET","FTS","RC-BAL","RCFD2125 RCON2125",""
"LNLSNTFV","LN & LS NETTED IN DETERMINE FV","FTS","RC-Q","RCFDF682 RCONF682",""
"LNLSRCR","LOANS & LEASES","FTS","RC-R","RCONB528 RCFDB528",""
"LNLSRES","ALLOWANCE FOR CREDIT LOSSES ON LOAN AND LEASES","FTS","RC-BAL","RCFD3123 RCON3123",""
"LNLSRESZ","ALLOW FOR CREDIT LOSSES-DERIVED","FTS","RC-BAL","RCON3123",""
"LNLSRW","LOANS & LEASES - NRW","FTS","RC-R","RCONB622 RCFDB622",""
"LNLSSALE","LOANS & LEASES HELD FOR RESALE","FTS","RC-C","RCFD5369 RCON5369",""
"LNMCICON","LNS TO NONDEP FIS - MRTG CRDT INTERMEDIARIES - CON","FTS","RC-C","RCFDPV05",""
"LNMCIDO","LNS TO NONDEP FIS - MRTG CRDT INTERMEDIARIES - DOM","FTS","RC-C","RCONPV05",""
"LNMUNI","MUNI LOANS","FTS","RC-C","RCFD2107 RCON2107",""
"LNMUNID","MUNI LOANS-DOM","FTS","RC-C","RCON2107",""
"LNMUNIF","MUNI LOANS-FOR","FTS","RC-C","",""
"LNNDEPC","LOANS TO NONDEP FINANCIAL INST-CON","FTS","RC-C","RCFDJ454",""
"LNNDEPD","LOANS TO NONDEP FINANCIAL INST-DOM","FTS","RC-C","RCONJ454",""
"LNOCABCI","OTH CON LN COL EVL IMP-ALL BAL","FTS","RI-C","RCFDM742 RCONM742",""
"LNOCABII","OTH CON LN IND EVL IMP-ALL BAL","FTS","RI-C","RCFDM740 RCONM740",""
"LNOCABPI","OTH CON LN PUR CRD IMP-ALL BAL","FTS","RI-C","RCFDM744 RCONM744",""
"LNOCRICI","OTH CON LN COL EVL IMP-REC INV","FTS","RI-C","RCFDM741 RCONM741",""
"LNOCRIII","OTH CON LN IND EVL IMP-REC INV","FTS","RI-C","RCFDM739 RCONM739",""
"LNOCRIPI","OTH CON LN PUR CRD IMP-REC INV","FTS","RI-C","RCFDM743 RCONM743",""
"LNOT1T3","ALL OTHER LNS & LS * 1-3 YEARS","FTS","RC-C","RCFDA572 RCONA572",""
"LNOT3LES","ALL OTHER LNS & LS*3 MO OR LESS","FTS","RC-C","RCFDA570 RCONA570",""
"LNOT3T12","ALL OTHER LNS & LS * 3-12 MONS","FTS","RC-C","RCFDA571 RCONA571",""
"LNOT3T5","ALL OTHER LNS & LS * 3-5 YEARS","FTS","RC-C","RCFDA573 RCONA573",""
"LNOT5T15","ALL OTHER LNS & LS * 5-15 YEARS","FTS","RC-C","RCFDA574 RCONA574",""
"LNOTHCON","LNS TO NONDEP FIS - OTHER LOANS - CON","FTS","RC-C","RCFDPV09",""
"LNOTHD","OTH LNS-ALL OTHER-DOM","FTS","RC-C","RCON1564 RCON2080",""
"LNOTHDFV","OTHER LOANS - DOM - FAIR VALUE","FTS","RC-Q","RCONF589",""
"LNOTHDO","LNS TO NONDEP FIS - OTHER LOANS - DOM","FTS","RC-C","RCONPV09",""
"LNOTHDOM","OTHER LOANS - DOM","FTS","RC-C","RCONJ464",""
"LNOTHDUP","OTHER LOANS - DOM - UNPAID PRIN","FTS","RC-Q","RCONF601",""
"LNOTHER","LN TO NONDEP FIN INST & OTH LN","FTS","RC-C","RCFDJ454 RCFD1545 RCFDJ451 RCONJ454 RCONJ464                                            RCFD1563 RCON2080 RCON1563",""
"LNOTHERD","LN TO NONDEP FIN INST & OTH-DOM","FTS","RC-C","RCON2080 RCON1563",""
"LNOTHERF","LN TO NONDEP FIN INST & OTH-FGN","FTS","RC-C","",""
"LNOTHFV","OTHER LOANS - FAIR VALUE","FTS","RC-Q","RCFDF589 RCONF589",""
"LNOTHUP","OTHER LOANS - UNPAID PRINCIPLE","FTS","RC-Q","RCFDF601 RCONF601",""
"LNOTOV15","ALL OTHER LNS & LS * OVER 15 YRS","FTS","RC-C","RCFDA575 RCONA575",""
"LNPEFCON","LNS TO NONDEP FIS - PRIVATE EQUITY FUNDS - CON","FTS","RC-C","RCFDPV07",""
"LNPEFDO","LNS TO NONDEP FIS - PRIVATE EQUITY FUNDS - DOM","FTS","RC-C","RCONPV07",""
"LNPLEDGE","PLEDGED LOANS AND LEASES","FTS","RC-C","RCFDG378 RCONG378",""
"LNPSECC","OTH LNS-PURCHASE SECURITIES-CON","FTS","RC-C","RCFD1545",""
"LNPSECD","OTH LNS-PURCHASE SECURITIES-DOM","FTS","RC-C","RCON1545",""
"LNRE","RE LOANS","FTS","RC-C","RCFD1410 RCON1410",""
"LNREAC","RE AGRICULTURAL-ASSMT","FTS","RC-C","RCFD1420",""
"LNREAG","RE AGRICULTURAL","FTS","RC-C","RCON1420",""
"LNREAG1A","RE AGRICULTURAL-UNDER 100-$","FTS","RC-C","RCON5579",""
"LNREAG1B","RE AGRICULTURAL-UNDER 100-NUM","FTS","RC-C","RCON5578",""
"LNREAG1S","RE AGRICULTURAL-UNDER 100-NUM","FTS","RC-C","RCON5576",""
"LNREAG2A","RE AGRICULTURAL-100-250-$","FTS","RC-C","RCON5581",""
"LNREAG2B","RE AGRICULTURAL-100-250-NUM","FTS","RC-C","RCON5580",""
"LNREAG3A","RE AGRICULTURAL-250-500-$","FTS","RC-C","RCON5583",""
"LNREAG3B","RE AGRICULTURAL-250-500-NUM","FTS","RC-C","RCON5582",""
"LNREAGFV","RE AGRICULTURAL LN - FAIR VALUE","FTS","RC-Q","RCONF579",""
"LNREAGUP","RE AG LOAN - UNPAID PRINCIPLE","FTS","RC-Q","RCONF591",""
"LNRECIR","RE CONST & LAND INT RES-AMT","FTS","RC-C","RCONG376",""
"LNRECIRC","RE CONST & LAND INT RES-CAP","FTS","RC-C","RIADG377",""
"LNRECNFC","1-4 FAM RE CONSTRUCT LN - ASSMT","FTS","RC-C","RCFDF158",""
"LNRECNFM","1-4 FAM RE CONSTRUCTION LOANS","FTS","RC-C","RCONF158",""
"LNRECNFV","RE CONSTRUCTION LN - FAIR VALUE","FTS","RC-Q","RCONF578",""
"LNRECNOC","OTH RE CONSTR & LAND LN-ASSMT","FTS","RC-C","RCFDF159",""
"LNRECNOT","OTHER RE CONSTRUCTION & LAND LN","FTS","RC-C","RCONF159",""
"LNRECNUP","RE CONSTRUCT LN - UNPAID PRIN","FTS","RC-Q","RCONF590",""
"LNRECONG","RE CON & LND LN-GGTY-ASSMT","FTS","RC-O","RCONK679 RCONN177 RCFDN177",""
"LNRECONS","RE CONSTRUCTION & LAND DEVELOP","FTS","RC-C","RCON1415",""
"LNREDOM","RE LOANS-DOM","FTS","RC-C","RCON1410",""
"LNREFJLG","RE 1-4 FM-JLIENS & LOC-GGTY-ASS","FTS","RC-O","RCONK682 RCONN180 RCFDN180",""
"LNREFM1G","RE 1-4 FAM-1ST LIENS-GGTY-ASSMT","FTS","RC-O","RCONK681 RCONN179 RCFDN179",""
"LNREFMFC","1-4 FAMILY LNS - FORECLOSURE","FTS","RC-C","RCONF577",""
"LNREFMFV","RE 1-4 FM RES LOANS - FV","FTS","RC-Q","RCFDHT87 RCONHT87",""
"LNREFMUP","RE 1-4 FM RES LOANS-UNPAID PRIN","FTS","RC-Q","RCFDHT91 RCONHT91",""
"LNREFNAA","RE 1-4 FAM NEG AMORT - TOTAL AMT","FTS","RC-C","RCONF232",""
"LNREFNAC","RE 1-4 FAM NEG AMORT-CARRY AMT","FTS","RC-C","RCONF230",""
"LNREFNAM","RE 1-4 FAM NEG AMORT-MAX REM AMT","FTS","RC-C","RCONF231",""
"LNREFOR","RE LOANS-FOR","FTS","RC-C","",""
"LNREFV","RE LOANS - FAIR VALUE","FTS","RC-Q","RCFDF608",""
"LNRELAND","RE LAND LOANS","FTS","RC-C","",""
"LNRELCFV","RE 1-4 FAMILY LINE - FAIR VALUE","FTS","RC-Q","RCONF580",""
"LNRELCUP","RE 1-4 FAMILY LINE - UNPAID PRIN","FTS","RC-Q","RCONF592",""
"LNRELOC","RE 1-4 FAMILY-LINE","FTS","RC-C","RCON1797",""
"LNRELOCC","RE 1-4 FAMILY-LINE-ASSMT","FTS","RC-C","RCFD1797",""
"LNRELOCR","RE 1-4 FMLY LINE CONV CLSD-END","FTS","RC-C","RCONLE75",""
"LNREMNRG","RE MFAM NFARM NRES-GGTY-ASSMT","FTS","RC-O","RCONK680 RCONN178 RCFDN178",""
"LNREMUFV","RE MULTIFAMILY - FAIR VALUE","FTS","RC-Q","RCONF583",""
"LNREMULC","RE MULTIFAMILY - ASSMT","FTS","RC-C","RCFD1460",""
"LNREMULT","RE MULTIFAMILY","FTS","RC-C","",""
"LNREMUUP","RE MULTIFAMILY - UNPAID PRIN","FTS","RC-Q","RCONF595",""
"LNRENOTC","OTH NONFRM NONRS RE LN-ASSMT","FTS","RC-C","RCFDF161",""
"LNRENOWC","OWN-OCC NONFRM NONRS RE LN-ASMT","FTS","RC-C","RCFDF160",""
"LNRENR1A","RE NONFARM NONRES-UNDER 100-$","FTS","RC-C","RCON5565",""
"LNRENR1B","RE NONFARM NONRES-UNDER 100-NUM","FTS","RC-C","RCON5564",""
